STU_ID,stu_gender,race,aspire88,reading88,math88,science88,history88,reading90,math90,science90,history90,school_id,reading92,math92,science92,history92,faminc88,faminc92,freq_absent88,class_size88,teacher_cert88,teacher_status88,TCH_IDA,class_size90,teacher_cert92,class_size92,teacher_status92,teacher_id,high_faminc92,high_faminc88,male,asian,hispanic,black,white,native_american,fulltime88,fulltime92,certified88,certified92,small_class_size88,regular_class_size88,large_class_size88,small_class_size90,regular_class_size90,large_class_size90,small_class_size92,regular_class_size92,large_class_size92,always_small,always_nonsmall,totalscr88,totalscr90,totalscr92,ln_totalscr88,ln_totalscr90,ln_totalscr92,absent88_bin,uni_aspire88
5434480,2,3,6,45.759998,39.650002,54.490002,39.98,33.450001,33.599998,33.599998,30.6,9919,31.83,33.639999,35.77,40.049999,7,9,2,29,3,1,0991902H,25,1,17,1,0991902H,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,179.88,131.25,141.28999,5.1922898,4.8771038,4.9508142,Not frequently absent,Expects university
5435401,2,4,6,45.900002,53.25,66.589996,74.059998,50.689999,53.650002,52.189999,54.59,27692,60.790001,54.720001,61.459999,57.57,14,14,2,22,4,1,2769203M,21,1,35,1,2769203M,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,239.79999,211.12,234.54001,5.479805,5.3524265,5.4576263,Not frequently absent,Expects university
5435412,1,1,6,43.130001,66.190002,37.259998,39.900002,58.110001,66.599998,70.360001,63.93,27692,63.689999,64.75,67.43,68.620003,13,11,2,15,1,2,2769201M,20,1,11,1,2769201M,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,186.48001,259,264.48999,5.2283239,5.556828,5.5778036,Not frequently absent,Expects university
5435418,1,4,6,65.010002,68.459999,67.540001,73.480003,68.050003,66.440002,63.91,66.790001,27692,61.400002,65.199997,68.610001,65.510002,14,13,2,15,1,2,2769201M,20,1,11,1,2769201M,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,274.48999,265.19,260.72,5.6149149,5.5804467,5.563447,Not frequently absent,Expects university
5435427,1,3,5,44.66,49.93,53.470001,45.810001,46.41,59.77,57.59,58.209999,27692,36.599998,57.02,51.98,45.27,10,11,2,22,4,1,2769204E,21,1,35,1,2769204E,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,193.87,221.98,190.87,5.2671876,5.4025874,5.2515926,Not frequently absent,Expects university
5435454,1,4,5,41.41,63.5,54.93,47.049999,45.669998,59.34,47.27,49.09,27692,45.43,60.580002,43.68,50.82,11,12,2,15,1,2,2769201M,20,1,18,1,2769201M,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,206.89,201.37,200.51001,5.3321872,5.3051438,5.3008642,Not frequently absent,Expects university
5435459,2,4,5,45.759998,59.68,44.77,56.330002,51.990002,62.290001,64.910004,57.990002,27692,64.660004,63,64.360001,66.230003,15,15,2,12,4,1,2769204E,21,1,13,1,2769204E,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,206.54001,237.18001,258.25,5.3304939,5.4688196,5.5539279,Not frequently absent,Expects university
5435484,1,4,5,70.550003,60.759998,66.279999,62.68,66.93,66.790001,72.480003,71.120003,27692,65.839996,64.839996,66.739998,66.07,12,13,2,12,4,1,2769203M,20,1,11,1,2769203M,1,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,260.26999,277.32001,263.48999,5.5617194,5.6251721,5.5740156,Not frequently absent,Expects university
5435634,2,4,5,56.599998,55.290001,57.119999,58.200001,58.27,55.130001,60.779999,56.599998,21024,56.75,59.700001,54.919998,69.129997,11,10,1,11,1,1,2102403S,9,4,25,1,2102403S,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,227.20999,230.78,240.5,5.4258747,5.4414649,5.4827199,Frequently absent,Expects university
5439417,1,4,6,48.540001,55.080002,47.689999,47.369999,55.099998,57.950001,60.93,45.970001,17005,38.5,58.040001,47.970001,47.259998,13,13,2,21,1,1,1700504M,21,1,20,1,1700504M,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,198.67999,219.95,191.77,5.2916956,5.3934002,5.2562966,Not frequently absent,Expects university
5439479,1,4,5,54.330002,59.630001,59.02,68.050003,59.919998,61.709999,57.27,61.23,87303,63.48,61.380001,61.09,63.16,12,12,2,21,1,1,8730302H,16,4,32,1,8730302H,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,241.03,240.13,249.11,5.4849215,5.4811807,5.5178947,Not frequently absent,Expects university
5439487,1,4,5,55.830002,63.040001,66.629997,68.480003,64.57,65.199997,65.769997,64.5,87303,63.509998,62.290001,64.699997,67.389999,14,15,2,21,1,1,8730301M,17,1,15,1,8730301M,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,253.98001,260.03998,257.88998,5.5372558,5.5608354,5.5525331,Not frequently absent,Expects university
5439494,2,4,5,70.550003,62.48,65.25,62.830002,66.050003,59.439999,60.060001,66.879997,87303,66.330002,61.900002,59.84,68.959999,11,11,2,21,1,1,8730302H,20,4,21,1,8730302H,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,261.11002,252.42999,257.03,5.5649419,5.5311341,5.5491929,Not frequently absent,Expects university
5439495,1,4,5,59.330002,66.400002,72.260002,56.119999,58.68,60.75,70.279999,54.060001,87303,62.990002,63.380001,65.010002,62.470001,12,12,2,21,1,1,8730302H,13,4,32,1,8730302H,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,254.11,243.77,253.85001,5.5377674,5.4962254,5.5367436,Not frequently absent,Expects university
5442357,1,4,5,47.119999,68.480003,53.82,57.200001,54.990002,68.480003,63.200001,66.470001,94882,99.989998,99.989998,99.989998,99.989998,12,14,2,18,4,1,9488208H,18,4,18,1,9488208H,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,226.62,253.14001,399.95999,5.4232745,5.5339427,5.9913645,Not frequently absent,Expects university
5446024,2,4,6,64.220001,55.619999,52.23,63.48,58.93,53.689999,53.209999,70.839996,99577,56.060001,52.400002,59.259998,62.349998,15,14,2,20,1,1,9957708H,17,1,14,1,9957708H,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,235.55,236.67,230.07001,5.4619231,5.4666667,5.4383836,Not frequently absent,Expects university
5446050,2,4,6,66.709999,72.410004,57.799999,76.699997,66.650002,62,56.25,62.110001,99577,62.759998,62.720001,58.139999,64.309998,12,12,2,19,1,1,9957702H,20,4,45,1,9957702H,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,273.62,247.01001,247.92999,5.6117401,5.509429,5.5131464,Not frequently absent,Expects university
5446053,2,2,6,59.57,69.080002,67.900002,59.389999,56.93,67.480003,62.950001,63.619999,99577,66.169998,63.380001,61.41,56.439999,11,12,2,16,1,1,9957702H,20,4,45,1,9957702H,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,255.94,250.98001,247.39999,5.5449429,5.5253735,5.5110064,Not frequently absent,Expects university
5446073,1,1,6,61.779999,64.889999,63.790001,58.810001,57.669998,67.449997,68.260002,63.369999,99577,53.740002,66.489998,62.709999,61.950001,12,15,2,16,1,1,9957709M,14,1,28,1,9957709M,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,249.27,256.75,244.89,5.5185366,5.5481029,5.5008092,Not frequently absent,Expects university
5446086,2,1,6,69.150002,66.709999,72.860001,73.839996,66.370003,65.910004,71.529999,69.400002,99577,66.540001,68.260002,69.849998,67.589996,12,13,2,22,1,1,9957702H,16,4,28,1,9957702H,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,282.56,273.21002,272.23999,5.6438909,5.6102409,5.6066842,Not frequently absent,Expects university
5446093,2,4,6,64.169998,68.120003,53.900002,66.330002,66.949997,68.010002,60.5,62.220001,99577,60.32,66.190002,58.560001,63.259998,12,13,2,16,1,1,9957702H,20,4,28,1,9957702H,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,252.52,257.67999,248.33,5.5314903,5.5517187,5.5147586,Not frequently absent,Expects university
5453826,1,4,6,66.540001,74.260002,75.190002,73.839996,68.800003,71.050003,72.480003,62.509998,53272,66.980003,70.32,68.290001,66.709999,14,15,2,16,1,1,5327203M,15,1,12,1,5327203M,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,289.83002,274.84,272.29999,5.6692948,5.616189,5.6069045,Not frequently absent,Expects university
5453832,1,1,5,45.73,54.450001,40.810001,55.82,53.560001,58.5,54.25,53.18,53272,56.540001,59.91,57.779999,58.48,15,14,2,12,1,1,5327201M,21,1,17,1,5327201M,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,196.81,219.49001,232.70999,5.282239,5.3913069,5.4497929,Not frequently absent,Expects university
5453842,1,4,5,67.970001,68.57,65.040001,70.559998,66,65.849998,60.299999,63.849998,53272,59.099998,61.630001,63.82,62.830002,13,14,2,15,1,1,5327204E,17,1,20,1,5327204E,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,272.14001,256,247.38,5.6063166,5.5451775,5.5109258,Not frequently absent,Expects university
5453853,1,4,5,69.150002,74.309998,67.139999,66.040001,63.540001,69.709999,69.230003,72.889999,53272,55.060001,60.639999,64.25,62.23,12,12,2,16,1,1,5327204E,16,1,20,1,5327204E,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,276.64001,275.37,242.17999,5.6227169,5.6181154,5.4896812,Not frequently absent,Expects university
5453873,1,4,5,69.150002,75.43,59.869999,59.540001,64.540001,69.970001,71.529999,59.799999,53272,61.73,67.550003,66.43,59.48,12,12,2,16,1,1,5327203M,15,1,12,1,5327203M,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,263.98999,265.84,255.19,5.575911,5.5828948,5.5420084,Not frequently absent,Expects university
5456700,1,4,5,60.32,59.869999,52.349998,48.119999,61.91,58.119999,56.07,51.580002,26607,55.919998,57.669998,55.060001,48.889999,10,11,2,22,1,1,2660704E,60,1,30,1,2660704E,1,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,220.66,227.67999,217.53999,5.3966231,5.4279413,5.3823829,Not frequently absent,Expects university
5456795,2,4,6,55.970001,64.639999,58.849998,45.169998,57.119999,61.349998,54.889999,54.040001,26607,60.849998,62.849998,59.189999,56.790001,12,12,2,19,1,1,2660704E,60,1,16,1,2660704E,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,224.63,227.39999,239.67999,5.4144545,5.4267106,5.4793048,Not frequently absent,Expects university
5473015,2,4,5,60.919998,55.740002,54.029999,59.77,65.379997,57.709999,61.450001,60.560001,17005,65.919998,60.799999,54.939999,63.040001,14,14,2,17,1,1,1700508M,21,1,25,1,1700508M,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,230.45999,245.10001,244.7,5.4400773,5.5016665,5.5000329,Not frequently absent,Expects university
5473016,2,4,6,46.919998,62.209999,49.810001,54.75,53.950001,63.029999,56.43,58.610001,17005,58.43,60.439999,48.189999,64.540001,14,12,2,23,1,1,1700501M,20,4,25,1,1700501M,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,213.69,232.02,231.60001,5.3645263,5.4468236,5.4450116,Not frequently absent,Expects university
5473044,1,4,5,42.310001,47.77,55.470001,53.299999,45.27,50.759998,56.299999,59.790001,17005,40.82,49.040001,50.07,52.290001,14,14,2,15,1,1,1700505H,23,1,20,1,1700505H,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,198.85001,212.12,192.22,5.292551,5.357152,5.2586408,Not frequently absent,Expects university
5473048,2,4,6,61.740002,57.68,52.830002,53.939999,99.989998,99.989998,99.989998,99.989998,17005,32.700001,44.009998,40.689999,59.5,11,14,2,15,1,1,1700508M,19,1,20,1,1700508M,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,226.19,399.95999,176.89999,5.4213753,5.9913645,5.1755848,Not frequently absent,Expects university
5473059,2,4,5,62.650002,52.950001,59.52,64.550003,63.98,60.139999,56.68,64.489998,17005,58.220001,63.990002,51.959999,62.700001,14,14,2,19,1,1,1700508M,19,1,18,1,1700508M,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,239.67001,245.28999,236.87,5.4792628,5.5024409,5.4675117,Not frequently absent,Expects university
5473065,1,2,5,47.099998,49.77,35.709999,47.349998,48.939999,52.970001,57.310001,62.009998,17005,38.5,47.849998,39.130001,52.68,13,13,2,23,1,1,1700504M,19,1,18,1,1700504M,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,179.92999,221.23,178.16,5.1925678,5.3992028,5.182682,Not frequently absent,Expects university
5473078,1,4,5,66.050003,63.68,72.080002,64.949997,60.169998,66.080002,66.32,72.889999,17005,60.509998,63.360001,66.269997,68.279999,14,14,2,23,1,1,1700505H,16,1,20,1,1700505H,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,266.76001,265.45999,258.41998,5.5863495,5.5814643,5.5545859,Not frequently absent,Expects university
5473082,1,2,5,51.740002,55.799999,59.57,65.970001,58.509998,59.139999,58.84,63.700001,17005,64.080002,64.760002,62.130001,70.040001,13,14,2,19,1,1,1700501M,17,4,17,1,1700501M,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,233.08,240.19,261.01001,5.4513817,5.4814301,5.564559,Not frequently absent,Expects university
5475235,1,4,5,65.709999,66.239998,61.869999,58.23,64.330002,63.950001,61.869999,55.169998,67331,64.099998,66.370003,62.77,61.880001,12,13,2,17,1,1,6733105S,18,3,32,1,6733105S,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,252.04999,245.32001,255.12,5.5296273,5.5025635,5.5417342,Not frequently absent,Expects university
5475282,1,4,6,63.400002,72.290001,64.349998,59.810001,59.610001,60.360001,63.23,58.400002,53272,54.810001,60.830002,56.41,63.48,13,10,2,19,1,1,5327204E,17,1,20,1,5327204E,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,259.85001,241.60001,235.53,5.5601044,5.4872837,5.4618382,Not frequently absent,Expects university
5475286,2,4,5,70.550003,67.050003,69.5,56.66,65.980003,69.160004,70.120003,59.080002,75115,64.269997,69.43,65.120003,58.43,13,14,2,17,1,1,7511501S,16,1,10,1,7511501S,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,263.76001,264.34003,257.25,5.5750399,5.5772362,5.5500484,Not frequently absent,Expects university
5493275,1,4,6,50.220001,67.129997,50.279999,66.739998,61.150002,64.82,65.300003,58.560001,99473,59.09,61.939999,59.98,64.970001,11,11,2,13,4,1,9947303M,13,1,14,1,9947303M,1,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,234.37,249.83,245.98,5.4569011,5.5207806,5.50525,Not frequently absent,Expects university
5496422,2,4,6,57.73,54.799999,53.41,48.23,99.989998,99.989998,99.989998,99.989998,20195,65.029999,57.459999,53.41,54.43,14,15,2,19,1,1,2019501M,20,1,15,1,2019501M,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,214.17,399.95999,230.33,5.3667703,5.9913645,5.4395132,Not frequently absent,Expects university
5496444,2,4,6,51.48,63.43,55.049999,50.889999,99.989998,99.989998,99.989998,99.989998,20195,51.82,59.860001,57.990002,56.970001,13,14,2,16,1,1,2019501M,20,1,21,1,2019501M,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,220.85001,399.95999,226.64,5.3974838,5.9913645,5.4233627,Not frequently absent,Expects university
5496458,1,4,5,59.5,71.089996,63.029999,62.259998,99.989998,99.989998,99.989998,99.989998,20195,65.029999,66.550003,64.489998,64.669998,13,13,2,15,1,1,2019502E,15,4,21,1,2019502E,1,1,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,255.87999,399.95999,260.73999,5.5447087,5.9913645,5.5635238,Not frequently absent,Expects university
5496479,2,4,5,56.639999,60.68,64.459999,59.490002,99.989998,99.989998,99.989998,99.989998,20195,99.989998,99.989998,99.989998,99.989998,11,11,2,20,1,1,2019503M,17,1,19,1,2019503M,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,241.27,399.95999,399.95999,5.4859166,5.9913645,5.9913645,Not frequently absent,Expects university
5496480,2,4,6,65.440002,58.380001,59,51.57,99.989998,99.989998,99.989998,99.989998,20195,59.189999,55.299999,57.389999,58.560001,13,12,2,19,1,1,2019503M,17,1,15,1,2019503M,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,234.39,399.95999,230.44,5.4569864,5.9913645,5.4399905,Not frequently absent,Expects university
5496494,1,4,5,60.759998,70.779999,52.07,56.990002,52.73,63.439999,58.380001,56.540001,37577,60.650002,63.32,59.080002,61.849998,12,11,2,15,1,1,3757703M,30,1,32,1,3757703M,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,240.60001,231.09,244.89999,5.4831357,5.4428072,5.5008497,Not frequently absent,Expects university
5496497,1,4,5,57.110001,61.639999,66.57,56.639999,99.989998,99.989998,99.989998,99.989998,20195,60.110001,61.16,60.279999,54.849998,14,14,2,10,4,1,2019501M,20,1,12,1,2019501M,1,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,241.95999,399.95999,236.39999,5.4887724,5.9913645,5.4655252,Not frequently absent,Expects university
5705502,1,1,5,57.080002,65.379997,54.650002,64.220001,61.389999,67.599998,54.52,69.93,393,60.02,65.889999,58.720001,61.84,14,14,2,37,1,1,0039303S,22,1,33,1,0039303S,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,241.33,253.44,246.47,5.4861655,5.5351272,5.5072403,Not frequently absent,Expects university
5705507,1,4,6,56.490002,65.540001,60.919998,59.25,56.029999,63.450001,57.380001,59.959999,393,58.619999,62.349998,62.84,64.459999,12,13,2,37,1,1,0039301S,32,4,35,2,0039301S,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,242.2,236.82001,248.26999,5.4897637,5.4673004,5.5145168,Not frequently absent,Expects university
5705524,2,4,4,57,48.43,57.970001,53.459999,60.540001,54.200001,59.240002,59.330002,1995,99.989998,99.989998,99.989998,99.989998,11,13,2,37,1,1,0199509M,17,1,33,1,0199509M,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,216.86,233.31,399.95999,5.379252,5.4523683,5.9913645,Not frequently absent,Does not expect university
5705546,1,4,5,48.259998,50.240002,62.970001,57.16,58.830002,54.740002,63.759998,57.27,393,99.989998,99.989998,99.989998,99.989998,11,13,2,37,1,1,0039303S,22,1,32,2,0039303S,1,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,218.63,234.60001,399.95999,5.3873806,5.4578819,5.9913645,Not frequently absent,Expects university
5705556,2,4,6,67.169998,59.110001,46.23,58.810001,65.349998,57.5,56.610001,70.599998,1995,99.989998,99.989998,99.989998,99.989998,10,13,2,37,1,1,0199501M,25,1,24,1,0199501M,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,231.32001,250.06,399.95999,5.4438019,5.5217009,5.9913645,Not frequently absent,Expects university
5705566,1,4,5,59.5,59.57,60.98,76.699997,64.300003,63.939999,67.080002,72.889999,393,65.360001,63.360001,68.239998,66.790001,13,14,2,37,1,1,0039302E,35,1,33,1,0039302E,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,256.75,268.20999,263.75,5.5481029,5.5917702,5.5750017,Not frequently absent,Expects university
5705586,1,4,5,52.060001,48.43,52.709999,55.450001,50.889999,43.049999,55.98,55.040001,393,52.34,54.34,41.099998,52.34,12,13,2,37,1,1,0039308S,28,1,17,1,0039308S,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,208.64999,204.95999,200.12,5.3406582,5.3228149,5.2989173,Not frequently absent,Expects university
5705590,1,4,4,50.360001,58.419998,53.32,65.959999,54.18,59.860001,45.880001,56.849998,393,60.66,61.84,57.330002,62.16,11,11,2,37,1,1,0039303S,22,1,26,1,0039303S,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,228.06,216.77,241.99001,5.4296088,5.3788371,5.4888964,Not frequently absent,Does not expect university
5705594,1,4,5,56.970001,72.519997,59.470001,67.949997,60.150002,67.489998,69.629997,64.150002,393,53.110001,65.82,64.160004,58.669998,12,12,2,37,1,1,0039303S,22,1,32,2,0039303S,1,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,256.91,261.41998,241.76001,5.5487256,5.5661283,5.4879456,Not frequently absent,Expects university
5713609,1,1,5,36.509998,46.759998,50.200001,47.27,42.139999,53.919998,51.16,45.139999,60835,99.989998,99.989998,99.989998,99.989998,12,11,2,30,1,1,6083501M,31,4,23,1,6083501M,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,180.73999,192.36,399.95999,5.1970596,5.2593684,5.9913645,Not frequently absent,Expects university
5713672,1,2,4,60.439999,63.220001,57.380001,71.209999,99.980003,65.669998,65.620003,61.380001,43831,59.07,63.310001,62.580002,60.77,12,6,2,30,1,1,4383104M,33,4,70,1,4383104M,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,252.25,292.64999,245.73001,5.5304208,5.6789775,5.5042334,Not frequently absent,Does not expect university
5773306,1,2,6,50.849998,55.970001,44.32,66.970001,58.040001,56.950001,50.48,52.41,72447,57.080002,59.369999,58.029999,62.59,12,12,2,26,1,1,7244706M,32,1,57,1,7244706M,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,218.11,217.88,237.07001,5.3849998,5.3839445,5.4683557,Not frequently absent,Expects university
5773311,1,4,5,52.220001,69.040001,51.900002,67.419998,57.080002,62,58.119999,58.59,72447,60.18,65.18,53.419998,61.380001,12,13,2,21,1,1,7244703M,22,1,13,1,7244703M,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,240.58,235.79001,240.16,5.4830527,5.4629416,5.4813056,Not frequently absent,Expects university
5773328,1,4,6,60.939999,56.349998,50.490002,65.059998,64.349998,58.700001,59.75,60.16,72447,99.989998,99.989998,99.989998,99.989998,12,11,2,26,1,1,7244702E,23,1,24,1,7244702E,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,232.84,242.95999,399.95999,5.4503517,5.4928966,5.9913645,Not frequently absent,Expects university
5773338,1,1,5,69.150002,64.43,58.139999,63.41,59.389999,61.650002,61.279999,55.09,72447,48.860001,48.98,34.889999,52.759998,10,11,2,26,1,1,7244706M,34,1,57,1,7244706M,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,255.13,237.41,185.48999,5.5417733,5.4697886,5.223001,Not frequently absent,Expects university
5773340,1,2,5,44.939999,59.669998,60.990002,73.480003,50.900002,61.119999,49.959999,57.580002,72447,52.200001,62.34,53.540001,67.389999,12,13,2,26,1,1,7244704M,29,1,32,1,7244704M,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,239.08,219.56,235.47,5.4767981,5.3916254,5.4615836,Not frequently absent,Expects university
5773348,1,4,5,57.139999,58.130001,65.730003,69.660004,59.389999,61.650002,64.449997,63.689999,72447,58.439999,54.34,43.610001,49.529999,11,11,2,26,1,1,7244704M,29,1,57,1,7244704M,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,250.66,249.17999,205.92,5.5240974,5.5181756,5.3274879,Not frequently absent,Expects university
5773355,2,4,5,70.550003,72.730003,54.529999,74.059998,61.709999,71.050003,50.330002,59.669998,76710,58.040001,64.57,43.57,56.27,12,13,2,21,1,1,7671003M,31,2,33,1,7671003M,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,271.87,242.76001,222.45,5.6053238,5.4920735,5.4047022,Not frequently absent,Expects university
5773364,1,4,5,57.799999,64.129997,55.610001,55.959999,57.77,61.279999,53.779999,50.200001,72447,60.009998,64.410004,54.869999,59.540001,11,13,1,26,1,1,7244702E,23,1,57,1,7244702E,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,233.5,223.03,238.83,5.4531822,5.4073062,5.4757519,Frequently absent,Expects university
5773368,1,4,5,61.07,57.759998,51.599998,52.110001,49.919998,62.209999,62.619999,63.830002,72447,99.989998,99.989998,99.989998,99.989998,12,14,2,26,1,1,7244704M,33,1,57,1,7244704M,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,222.53999,238.58,399.95999,5.405107,5.4747047,5.9913645,Not frequently absent,Expects university
5773369,1,4,6,63.860001,67.75,65.959999,72.57,53.310001,64.410004,60.599998,63.900002,72447,43.169998,57.57,58.18,62.029999,13,13,2,21,1,1,7244702E,23,1,13,1,7244702E,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,270.14001,242.22,220.95,5.5989404,5.4898462,5.3979363,Not frequently absent,Expects university
5773371,1,4,5,60.82,55.169998,49.580002,48.990002,44.5,49.869999,42.98,51.400002,72447,58.41,58.599998,48.91,51.32,1,12,2,26,1,1,7244706M,34,1,57,1,7244706M,1,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,214.56,188.75,217.23999,5.3685894,5.2404232,5.3810029,Not frequently absent,Expects university
5773377,1,4,6,60.450001,66.959999,60.349998,67.25,60.700001,68.190002,63.540001,72.889999,72447,62.32,67.709999,62.52,66.389999,10,6,2,21,1,1,7244701M,30,1,13,1,7244701M,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,255.00999,265.32001,258.94,5.5413027,5.5809369,5.5565963,Not frequently absent,Expects university
5773381,1,1,6,58.540001,63.880001,68.849998,69.660004,55.959999,63.759998,61.279999,62.700001,72447,52.299999,64.18,64.849998,68.089996,11,12,2,26,1,1,7244702E,24,1,32,1,7244702E,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,260.92999,243.7,249.42,5.5642524,5.4959378,5.5191383,Not frequently absent,Expects university
